region;class_age90;jour;hosp;reanimation;retour dom;deces;;;;;;;
27;9;12/04/2020;0;0;0;0;;;;;;;
27;19;12/04/2020;2;1;14;0;;;;;;;
27;29;12/04/2020;3;0;58;0;;;;;;;
27;39;12/04/2020;17;5;112;2;;;;;;;
27;49;12/04/2020;32;11;158;4;;;;;;;
27;59;12/04/2020;105;49;238;9;;;;;;;
27;69;12/04/2020;237;98;278;41;;;;;;;
27;79;12/04/2020;308;93;262;111;;;;;;;
27;89;12/04/2020;419;19;237;237;;;;;;;
27;90;12/04/2020;165;1;71;95;;;;;;;
28;0;12/04/2020;716;186;586;201;;;;;;;
28;9;12/04/2020;0;0;0;0;;;;;;;
28;19;12/04/2020;1;0;3;0;;;;;;;
28;29;12/04/2020;4;0;30;0;;;;;;;
28;39;12/04/2020;14;4;51;1;;;;;;;
28;49;12/04/2020;41;21;78;4;;;;;;;
28;59;12/04/2020;81;35;117;11;;;;;;;
28;69;12/04/2020;158;57;112;32;;;;;;;
28;79;12/04/2020;174;55;105;41;;;;;;;
28;89;12/04/2020;163;12;68;77;;;;;;;
28;90;12/04/2020;77;0;14;35;;;;;;;
32;0;12/04/2020;2484;549;2075;840;;;;;;;
32;9;12/04/2020;0;0;0;0;;;;;;;
32;19;12/04/2020;8;2;10;0;;;;;;;
32;29;12/04/2020;21;5;99;0;;;;;;;
32;39;12/04/2020;57;12;177;2;;;;;;;
32;49;12/04/2020;124;43;282;9;;;;;;;
32;59;12/04/2020;283;109;430;38;;;;;;;
32;69;12/04/2020;480;178;372;106;;;;;;;
32;79;12/04/2020;566;156;361;196;;;;;;;
32;89;12/04/2020;676;37;238;339;;;;;;;
32;90;12/04/2020;240;2;78;145;;;;;;;
44;0;12/04/2020;4887;878;4725;2064;;;;;;;
44;9;12/04/2020;0;0;0;0;;;;;;;
44;19;12/04/2020;11;1;39;0;;;;;;;
44;29;12/04/2020;39;9;189;2;;;;;;;
44;39;12/04/2020;89;20;290;11;;;;;;;
44;49;12/04/2020;197;50;457;24;;;;;;;
44;59;12/04/2020;513;157;816;60;;;;;;;
44;69;12/04/2020;971;328;1010;206;;;;;;;
44;79;12/04/2020;1179;272;959;553;;;;;;;
44;89;12/04/2020;1329;36;634;856;;;;;;;
44;90;12/04/2020;519;1;178;345;;;;;;;
52;0;12/04/2020;810;167;703;182;;;;;;;
52;9;12/04/2020;0;0;0;0;;;;;;;
52;19;12/04/2020;0;0;2;0;;;;;;;
52;29;12/04/2020;9;2;33;0;;;;;;;
52;39;12/04/2020;19;4;50;0;;;;;;;
52;49;12/04/2020;32;17;104;1;;;;;;;
52;59;12/04/2020;78;37;130;6;;;;;;;
52;69;12/04/2020;159;52;128;20;;;;;;;
52;79;12/04/2020;172;53;149;30;;;;;;;
52;89;12/04/2020;234;1;90;78;;;;;;;
52;90;12/04/2020;106;0;15;47;;;;;;;
53;0;12/04/2020;510;119;481;132;;;;;;;
53;9;12/04/2020;0;0;0;0;;;;;;;
53;19;12/04/2020;2;0;3;0;;;;;;;
53;29;12/04/2020;5;0;17;0;;;;;;;
53;39;12/04/2020;8;2;50;0;;;;;;;
53;49;12/04/2020;34;7;54;0;;;;;;;
53;59;12/04/2020;61;27;84;1;;;;;;;
53;69;12/04/2020;90;39;96;19;;;;;;;
53;79;12/04/2020;129;41;112;26;;;;;;;
53;89;12/04/2020;117;3;45;53;;;;;;;
53;90;12/04/2020;61;0;12;33;;;;;;;
75;0;12/04/2020;832;257;815;190;;;;;;;
75;9;12/04/2020;0;0;0;0;;;;;;;
75;19;12/04/2020;2;0;7;0;;;;;;;
75;29;12/04/2020;8;2;39;1;;;;;;;
75;39;12/04/2020;18;6;63;0;;;;;;;
75;49;12/04/2020;41;20;87;1;;;;;;;
75;59;12/04/2020;89;45;163;8;;;;;;;
75;69;12/04/2020;182;91;175;13;;;;;;;
75;79;12/04/2020;177;74;129;41;;;;;;;
75;89;12/04/2020;202;18;97;86;;;;;;;
75;90;12/04/2020;108;0;39;39;;;;;;;
76;0;12/04/2020;954;294;1287;239;;;;;;;
76;9;12/04/2020;0;0;0;0;;;;;;;
76;19;12/04/2020;5;1;9;0;;;;;;;
76;29;12/04/2020;8;1;68;1;;;;;;;
76;39;12/04/2020;19;3;104;1;;;;;;;
76;49;12/04/2020;49;12;170;1;;;;;;;
76;59;12/04/2020;111;51;262;8;;;;;;;
76;69;12/04/2020;199;97;231;22;;;;;;;
76;79;12/04/2020;236;103;248;52;;;;;;;
76;89;12/04/2020;220;26;136;112;;;;;;;
76;90;12/04/2020;107;0;43;42;;;;;;;
84;0;12/04/2020;3025;674;2936;773;;;;;;;
84;9;12/04/2020;0;0;0;0;;;;;;;
84;19;12/04/2020;8;2;25;0;;;;;;;
84;29;12/04/2020;28;3;134;0;;;;;;;
84;39;12/04/2020;49;11;227;4;;;;;;;
84;49;12/04/2020;103;24;327;9;;;;;;;
84;59;12/04/2020;268;103;524;22;;;;;;;
84;69;12/04/2020;522;233;555;48;;;;;;;
84;79;12/04/2020;728;240;552;172;;;;;;;
84;89;12/04/2020;837;42;416;344;;;;;;;
84;90;12/04/2020;443;1;100;160;;;;;;;
93;0;12/04/2020;1830;438;2097;328;;;;;;;
93;9;12/04/2020;0;0;0;0;;;;;;;
93;19;12/04/2020;8;1;32;0;;;;;;;
93;29;12/04/2020;29;6;155;1;;;;;;;
93;39;12/04/2020;54;11;205;1;;;;;;;
93;49;12/04/2020;90;29;316;3;;;;;;;
93;59;12/04/2020;227;74;431;18;;;;;;;
93;69;12/04/2020;347;115;398;22;;;;;;;
93;79;12/04/2020;446;139;271;76;;;;;;;
93;89;12/04/2020;417;41;186;138;;;;;;;
93;90;12/04/2020;181;4;67;65;;;;;;;
94;0;12/04/2020;74;14;126;36;;;;;;;
94;9;12/04/2020;0;0;0;0;;;;;;;
94;19;12/04/2020;0;0;4;0;;;;;;;
94;29;12/04/2020;0;0;14;0;;;;;;;
94;39;12/04/2020;0;0;14;0;;;;;;;
94;49;12/04/2020;4;0;16;1;;;;;;;
94;59;12/04/2020;9;3;24;1;;;;;;;
94;69;12/04/2020;11;5;19;2;;;;;;;
94;79;12/04/2020;21;5;16;7;;;;;;;
94;89;12/04/2020;21;1;10;20;;;;;;;
94;90;12/04/2020;8;0;6;5;;;;;;;
1;0;13/04/2020;41;18;51;10;;;;;;;
1;9;13/04/2020;0;0;0;0;;;;;;;
1;19;13/04/2020;1;0;0;0;;;;;;;
1;29;13/04/2020;0;0;1;0;;;;;;;
1;39;13/04/2020;1;0;3;0;;;;;;;
1;49;13/04/2020;3;2;4;0;;;;;;;
1;59;13/04/2020;6;3;16;1;;;;;;;
1;69;13/04/2020;9;4;14;2;;;;;;;
1;79;13/04/2020;11;7;5;4;;;;;;;
1;89;13/04/2020;10;2;7;3;;;;;;;
1;90;13/04/2020;0;0;0;0;;;;;;;
2;0;13/04/2020;39;16;52;6;;;;;;;
2;9;13/04/2020;0;0;0;0;;;;;;;
2;19;13/04/2020;0;0;0;0;;;;;;;
2;29;13/04/2020;1;0;2;0;;;;;;;
2;39;13/04/2020;1;0;2;0;;;;;;;
2;49;13/04/2020;3;0;12;0;;;;;;;
2;59;13/04/2020;10;6;11;0;;;;;;;
2;69;13/04/2020;10;4;13;1;;;;;;;
2;79;13/04/2020;9;5;9;1;;;;;;;
2;89;13/04/2020;4;1;3;4;;;;;;;
2;90;13/04/2020;1;0;0;0;;;;;;;
3;0;13/04/2020;15;1;13;0;;;;;;;
3;9;13/04/2020;0;0;0;0;;;;;;;
3;19;13/04/2020;0;0;0;0;;;;;;;
3;29;13/04/2020;2;0;1;0;;;;;;;
3;39;13/04/2020;1;0;2;0;;;;;;;
3;49;13/04/2020;5;0;5;0;;;;;;;
3;59;13/04/2020;0;0;2;0;;;;;;;
3;69;13/04/2020;2;0;1;0;;;;;;;
3;79;13/04/2020;3;0;0;0;;;;;;;
3;89;13/04/2020;1;1;1;0;;;;;;;
3;90;13/04/2020;0;0;0;0;;;;;;;
4;0;13/04/2020;28;3;72;0;;;;;;;
4;9;13/04/2020;0;0;0;0;;;;;;;
4;19;13/04/2020;2;0;1;0;;;;;;;
4;29;13/04/2020;0;0;12;0;;;;;;;
4;39;13/04/2020;0;0;13;0;;;;;;;
4;49;13/04/2020;2;0;8;0;;;;;;;
4;59;13/04/2020;5;1;16;0;;;;;;;
4;69;13/04/2020;8;1;12;0;;;;;;;
4;79;13/04/2020;4;1;10;0;;;;;;;
4;89;13/04/2020;7;0;0;0;;;;;;;
4;90;13/04/2020;0;0;0;0;;;;;;;
6;0;13/04/2020;22;3;25;3;;;;;;;
6;9;13/04/2020;0;0;0;0;;;;;;;
6;19;13/04/2020;0;0;1;0;;;;;;;
6;29;13/04/2020;1;0;2;0;;;;;;;
6;39;13/04/2020;2;0;3;0;;;;;;;
6;49;13/04/2020;2;1;7;1;;;;;;;
6;59;13/04/2020;5;0;7;1;;;;;;;
6;69;13/04/2020;8;2;3;0;;;;;;;
6;79;13/04/2020;2;0;1;0;;;;;;;
6;89;13/04/2020;2;0;1;1;;;;;;;
6;90;13/04/2020;0;0;0;0;;;;;;;
11;0;13/04/2020;13196;2604;9387;3704;;;;;;;
11;9;13/04/2020;0;0;0;1;;;;;;;
11;19;13/04/2020;37;11;71;2;;;;;;;
11;29;13/04/2020;187;25;374;7;;;;;;;
11;39;13/04/2020;517;124;953;29;;;;;;;
11;49;13/04/2020;1021;296;1384;72;;;;;;;
11;59;13/04/2020;2016;703;2034;262;;;;;;;
11;69;13/04/2020;2546;866;1953;532;;;;;;;
11;79;13/04/2020;2678;497;1383;924;;;;;;;
11;89;13/04/2020;2659;40;802;1203;;;;;;;
11;90;13/04/2020;1320;6;212;643;;;;;;;
24;0;13/04/2020;983;196;595;214;;;;;;;
24;9;13/04/2020;0;0;0;0;;;;;;;
24;19;13/04/2020;3;1;9;0;;;;;;;
24;29;13/04/2020;9;2;23;0;;;;;;;
24;39;13/04/2020;16;8;39;1;;;;;;;
24;49;13/04/2020;47;11;80;2;;;;;;;
24;59;13/04/2020;84;30;95;5;;;;;;;
24;69;13/04/2020;173;70;126;17;;;;;;;
24;79;13/04/2020;221;67;111;39;;;;;;;
24;89;13/04/2020;263;5;72;86;;;;;;;
24;90;13/04/2020;157;2;22;62;;;;;;;
27;0;13/04/2020;1309;284;1463;512;;;;;;;
27;9;13/04/2020;0;0;0;0;;;;;;;
27;19;13/04/2020;2;1;14;0;;;;;;;
27;29;13/04/2020;3;0;59;0;;;;;;;
27;39;13/04/2020;16;4;112;2;;;;;;;
27;49;13/04/2020;33;12;160;4;;;;;;;
27;59;13/04/2020;106;50;243;9;;;;;;;
27;69;13/04/2020;236;98;283;42;;;;;;;
27;79;13/04/2020;316;98;266;112;;;;;;;
27;89;13/04/2020;418;19;240;246;;;;;;;
27;90;13/04/2020;172;1;73;96;;;;;;;
28;0;13/04/2020;713;189;597;211;;;;;;;
28;9;13/04/2020;0;0;0;0;;;;;;;
28;19;13/04/2020;1;0;3;0;;;;;;;
28;29;13/04/2020;3;0;31;0;;;;;;;
28;39;13/04/2020;16;5;51;1;;;;;;;
28;49;13/04/2020;44;21;78;5;;;;;;;
28;59;13/04/2020;79;34;121;11;;;;;;;
28;69;13/04/2020;154;58;117;34;;;;;;;
28;79;13/04/2020;176;56;105;44;;;;;;;
28;89;13/04/2020;162;13;69;79;;;;;;;
28;90;13/04/2020;75;0;14;37;;;;;;;
32;0;13/04/2020;2525;543;2102;873;;;;;;;
32;9;13/04/2020;0;0;0;0;;;;;;;
32;19;13/04/2020;8;2;10;0;;;;;;;
32;29;13/04/2020;25;5;99;0;;;;;;;
32;39;13/04/2020;59;13;180;2;;;;;;;
32;49;13/04/2020;125;42;287;9;;;;;;;
32;59;13/04/2020;288;109;435;38;;;;;;;
32;69;13/04/2020;488;183;380;109;;;;;;;
32;79;13/04/2020;567;148;367;206;;;;;;;
32;89;13/04/2020;682;34;238;352;;;;;;;
32;90;13/04/2020;256;2;77;152;;;;;;;
44;0;13/04/2020;4928;880;4788;2105;;;;;;;
44;9;13/04/2020;0;0;0;0;;;;;;;
44;19;13/04/2020;12;1;39;0;;;;;;;
44;29;13/04/2020;41;10;190;2;;;;;;;
44;39;13/04/2020;88;20;293;12;;;;;;;
44;49;13/04/2020;200;50;465;24;;;;;;;
44;59;13/04/2020;512;156;829;61;;;;;;;
44;69;13/04/2020;973;326;1024;211;;;;;;;
44;79;13/04/2020;1181;274;970;561;;;;;;;
44;89;13/04/2020;1353;36;643;868;;;;;;;
44;90;13/04/2020;524;1;182;359;;;;;;;
52;0;13/04/2020;823;162;719;192;;;;;;;
52;9;13/04/2020;0;0;0;0;;;;;;;
52;19;13/04/2020;0;0;2;0;;;;;;;
52;29;13/04/2020;8;2;35;0;;;;;;;
52;39;13/04/2020;18;4;52;0;;;;;;;
52;49;13/04/2020;32;16;107;1;;;;;;;
52;59;13/04/2020;81;35;130;6;;;;;;;
52;69;13/04/2020;158;50;133;21;;;;;;;
52;79;13/04/2020;175;52;150;31;;;;;;;
52;89;13/04/2020;241;2;93;84;;;;;;;
52;90;13/04/2020;109;0;15;49;;;;;;;
53;0;13/04/2020;510;118;490;136;;;;;;;
53;9;13/04/2020;0;0;0;0;;;;;;;
53;19;13/04/2020;2;0;3;0;;;;;;;
53;29;13/04/2020;3;1;19;0;;;;;;;
53;39;13/04/2020;8;2;50;0;;;;;;;
53;49;13/04/2020;36;8;53;0;;;;;;;
53;59;13/04/2020;59;25;88;1;;;;;;;
53;69;13/04/2020;90;41;97;19;;;;;;;
53;79;13/04/2020;127;38;114;28;;;;;;;
53;89;13/04/2020;117;3;46;55;;;;;;;
53;90;13/04/2020;65;0;12;33;;;;;;;
75;0;13/04/2020;857;259;828;194;;;;;;;
75;9;13/04/2020;0;0;0;0;;;;;;;
75;19;13/04/2020;2;0;7;0;;;;;;;
75;29;13/04/2020;7;2;40;1;;;;;;;
75;39;13/04/2020;17;6;65;0;;;;;;;
75;49;13/04/2020;42;19;89;1;;;;;;;
75;59;13/04/2020;91;47;165;8;;;;;;;
75;69;13/04/2020;181;90;179;13;;;;;;;
75;79;13/04/2020;185;76;130;42;;;;;;;
75;89;13/04/2020;216;18;98;87;;;;;;;
75;90;13/04/2020;111;0;39;41;;;;;;;
76;0;13/04/2020;974;291;1313;248;;;;;;;
76;9;13/04/2020;0;0;0;0;;;;;;;
76;19;13/04/2020;5;1;9;0;;;;;;;
76;29;13/04/2020;8;1;68;1;;;;;;;
76;39;13/04/2020;21;3;104;1;;;;;;;
76;49;13/04/2020;46;12;177;1;;;;;;;
76;59;13/04/2020;110;52;267;8;;;;;;;
76;69;13/04/2020;202;94;234;24;;;;;;;
76;79;13/04/2020;239;102;252;55;;;;;;;
76;89;13/04/2020;224;25;142;113;;;;;;;
76;90;13/04/2020;117;1;44;45;;;;;;;
84;0;13/04/2020;3055;671;2970;794;;;;;;;
84;9;13/04/2020;0;0;0;0;;;;;;;
84;19;13/04/2020;8;2;25;0;;;;;;;
84;29;13/04/2020;25;3;135;0;;;;;;;
84;39;13/04/2020;49;10;227;4;;;;;;;
84;49;13/04/2020;105;24;333;9;;;;;;;
84;59;13/04/2020;265;99;530;22;;;;;;;
84;69;13/04/2020;527;229;564;50;;;;;;;
84;79;13/04/2020;733;243;558;176;;;;;;;
84;89;13/04/2020;852;44;421;351;;;;;;;
84;90;13/04/2020;450;2;101;168;;;;;;;
93;0;13/04/2020;1859;437;2126;348;;;;;;;
93;9;13/04/2020;0;0;0;0;;;;;;;
93;19;13/04/2020;7;1;32;0;;;;;;;
93;29;13/04/2020;34;6;156;1;;;;;;;
93;39;13/04/2020;60;12;209;1;;;;;;;
93;49;13/04/2020;96;29;317;3;;;;;;;
93;59;13/04/2020;231;75;435;19;;;;;;;
93;69;13/04/2020;352;115;404;24;;;;;;;
93;79;13/04/2020;440;133;279;82;;;;;;;
93;89;13/04/2020;426;44;187;147;;;;;;;
93;90;13/04/2020;183;4;70;67;;;;;;;
94;0;13/04/2020;75;15;126;38;;;;;;;
94;9;13/04/2020;0;0;0;0;;;;;;;
94;19;13/04/2020;0;0;4;0;;;;;;;
94;29;13/04/2020;0;0;14;0;;;;;;;
94;39;13/04/2020;1;0;14;0;;;;;;;
94;49;13/04/2020;4;0;16;1;;;;;;;
94;59;13/04/2020;10;4;24;1;;;;;;;
94;69;13/04/2020;11;5;19;2;;;;;;;
94;79;13/04/2020;21;5;16;8;;;;;;;
94;89;13/04/2020;20;1;10;21;;;;;;;
94;90;13/04/2020;8;0;6;5;;;;;;;
1;0;14/04/2020;41;18;51;10;;;;;;;
1;9;14/04/2020;0;0;0;0;;;;;;;
1;19;14/04/2020;1;0;0;0;;;;;;;
1;29;14/04/2020;0;0;1;0;;;;;;;
1;39;14/04/2020;1;0;3;0;;;;;;;
1;49;14/04/2020;2;1;4;0;;;;;;;
1;59;14/04/2020;6;4;16;1;;;;;;;
1;69;14/04/2020;10;4;12;2;;;;;;;
1;79;14/04/2020;11;7;7;4;;;;;;;
1;89;14/04/2020;10;2;7;3;;;;;;;
1;90;14/04/2020;0;0;0;0;;;;;;;
2;0;14/04/2020;39;16;52;6;;;;;;;
2;9;14/04/2020;0;0;0;0;;;;;;;
2;19;14/04/2020;0;0;0;0;;;;;;;
2;29;14/04/2020;1;0;2;0;;;;;;;
2;39;14/04/2020;1;0;3;0;;;;;;;
2;49;14/04/2020;3;0;9;0;;;;;;;
2;59;14/04/2020;10;6;12;0;;;;;;;
2;69;14/04/2020;10;4;12;1;;;;;;;
2;79;14/04/2020;8;4;12;1;;;;;;;
2;89;14/04/2020;5;2;2;3;;;;;;;
2;90;14/04/2020;1;0;0;1;;;;;;;
3;0;14/04/2020;18;1;13;0;;;;;;;
3;9;14/04/2020;0;0;0;0;;;;;;;
3;19;14/04/2020;1;0;0;0;;;;;;;
3;29;14/04/2020;3;0;1;0;;;;;;;
3;39;14/04/2020;1;0;2;0;;;;;;;
3;49;14/04/2020;5;0;5;0;;;;;;;
3;59;14/04/2020;0;0;2;0;;;;;;;
3;69;14/04/2020;2;0;1;0;;;;;;;
3;79;14/04/2020;4;0;0;0;;;;;;;
3;89;14/04/2020;1;1;1;0;;;;;;;
3;90;14/04/2020;0;0;0;0;;;;;;;
4;0;14/04/2020;28;3;72;0;;;;;;;
4;9;14/04/2020;0;0;0;0;;;;;;;
4;19;14/04/2020;1;0;2;0;;;;;;;
4;29;14/04/2020;0;0;13;0;;;;;;;
4;39;14/04/2020;0;0;12;0;;;;;;;
4;49;14/04/2020;3;0;7;0;;;;;;;
4;59;14/04/2020;5;1;15;0;;;;;;;
4;69;14/04/2020;8;1;13;0;;;;;;;
4;79;14/04/2020;4;1;10;0;;;;;;;
4;89;14/04/2020;7;0;0;0;;;;;;;
4;90;14/04/2020;0;0;0;0;;;;;;;
6;0;14/04/2020;15;3;35;3;;;;;;;
6;9;14/04/2020;0;0;0;0;;;;;;;
6;19;14/04/2020;0;0;1;0;;;;;;;
6;29;14/04/2020;0;0;5;0;;;;;;;
6;39;14/04/2020;0;0;4;0;;;;;;;
6;49;14/04/2020;2;1;9;1;;;;;;;
6;59;14/04/2020;3;0;8;1;;;;;;;
6;69;14/04/2020;6;2;5;0;;;;;;;
6;79;14/04/2020;1;0;2;0;;;;;;;
6;89;14/04/2020;3;0;1;1;;;;;;;
6;90;14/04/2020;0;0;0;0;;;;;;;
11;0;14/04/2020;13209;2599;9790;3937;;;;;;;
11;9;14/04/2020;0;0;0;1;;;;;;;
11;19;14/04/2020;35;12;65;2;;;;;;;
11;29;14/04/2020;172;26;383;7;;;;;;;
11;39;14/04/2020;503;123;962;29;;;;;;;
11;49;14/04/2020;1007;298;1461;72;;;;;;;
11;59;14/04/2020;1922;678;2107;278;;;;;;;
11;69;14/04/2020;2558;849;2044;557;;;;;;;
11;79;14/04/2020;2669;516;1454;985;;;;;;;
11;89;14/04/2020;2724;54;855;1266;;;;;;;
11;90;14/04/2020;1407;7;233;709;;;;;;;
24;0;14/04/2020;996;188;629;227;;;;;;;
24;9;14/04/2020;0;0;0;0;;;;;;;
24;19;14/04/2020;1;0;8;0;;;;;;;
24;29;14/04/2020;7;1;23;0;;;;;;;
24;39;14/04/2020;15;5;41;1;;;;;;;
24;49;14/04/2020;42;10;81;3;;;;;;;
24;59;14/04/2020;78;27;103;6;;;;;;;
24;69;14/04/2020;164;71;127;17;;;;;;;
24;79;14/04/2020;228;66;118;41;;;;;;;
24;89;14/04/2020;274;6;82;91;;;;;;;
24;90;14/04/2020;178;2;25;66;;;;;;;
27;0;14/04/2020;1361;285;1488;551;;;;;;;
27;9;14/04/2020;0;0;0;0;;;;;;;
27;19;14/04/2020;2;1;14;0;;;;;;;
27;29;14/04/2020;2;0;58;0;;;;;;;
27;39;14/04/2020;15;4;110;2;;;;;;;
27;49;14/04/2020;30;11;166;4;;;;;;;
27;59;14/04/2020;111;48;242;10;;;;;;;
27;69;14/04/2020;228;96;286;42;;;;;;;
27;79;14/04/2020;334;104;272;117;;;;;;;
27;89;14/04/2020;434;19;250;258;;;;;;;
27;90;14/04/2020;199;1;77;116;;;;;;;
28;0;14/04/2020;705;177;626;230;;;;;;;
28;9;14/04/2020;0;0;0;0;;;;;;;
28;19;14/04/2020;2;0;3;0;;;;;;;
28;29;14/04/2020;3;0;30;0;;;;;;;
28;39;14/04/2020;18;4;54;1;;;;;;;
28;49;14/04/2020;44;21;81;5;;;;;;;
28;59;14/04/2020;74;31;128;12;;;;;;;
28;69;14/04/2020;138;53;128;36;;;;;;;
28;79;14/04/2020;175;54;108;48;;;;;;;
28;89;14/04/2020;170;12;68;87;;;;;;;
28;90;14/04/2020;78;0;16;41;;;;;;;
32;0;14/04/2020;2552;538;2184;920;;;;;;;
32;9;14/04/2020;0;0;0;0;;;;;;;
32;19;14/04/2020;7;2;9;0;;;;;;;
32;29;14/04/2020;23;4;99;1;;;;;;;
32;39;14/04/2020;55;11;180;2;;;;;;;
32;49;14/04/2020;124;41;298;8;;;;;;;
32;59;14/04/2020;280;102;443;39;;;;;;;
32;69;14/04/2020;492;184;397;116;;;;;;;
32;79;14/04/2020;569;152;391;211;;;;;;;
32;89;14/04/2020;695;36;250;365;;;;;;;
32;90;14/04/2020;283;2;85;172;;;;;;;
44;0;14/04/2020;4993;872;4928;2166;;;;;;;
44;9;14/04/2020;0;0;0;0;;;;;;;
44;19;14/04/2020;15;1;34;0;;;;;;;
44;29;14/04/2020;39;8;192;2;;;;;;;
44;39;14/04/2020;89;19;303;12;;;;;;;
44;49;14/04/2020;197;49;465;22;;;;;;;
44;59;14/04/2020;503;157;863;58;;;;;;;
44;69;14/04/2020;961;310;1040;210;;;;;;;
44;79;14/04/2020;1203;279;999;571;;;;;;;
44;89;14/04/2020;1378;42;681;899;;;;;;;
44;90;14/04/2020;561;1;193;385;;;;;;;
52;0;14/04/2020;820;155;749;209;;;;;;;
52;9;14/04/2020;0;0;0;0;;;;;;;
52;19;14/04/2020;0;0;2;0;;;;;;;
52;29;14/04/2020;8;2;36;0;;;;;;;
52;39;14/04/2020;15;4;54;0;;;;;;;
52;49;14/04/2020;33;14;108;1;;;;;;;
52;59;14/04/2020;77;32;129;6;;;;;;;
52;69;14/04/2020;153;49;145;21;;;;;;;
52;79;14/04/2020;176;51;152;35;;;;;;;
52;89;14/04/2020;240;3;101;84;;;;;;;
52;90;14/04/2020;118;0;19;62;;;;;;;
53;0;14/04/2020;514;117;511;149;;;;;;;
53;9;14/04/2020;0;0;0;0;;;;;;;
53;19;14/04/2020;2;0;3;0;;;;;;;
53;29;14/04/2020;3;1;19;0;;;;;;;
53;39;14/04/2020;5;0;50;0;;;;;;;
53;49;14/04/2020;33;11;57;0;;;;;;;
53;59;14/04/2020;61;25;92;1;;;;;;;
53;69;14/04/2020;85;37;104;19;;;;;;;
53;79;14/04/2020;138;40;115;30;;;;;;;
53;89;14/04/2020;120;3;51;55;;;;;;;
53;90;14/04/2020;64;0;12;44;;;;;;;
75;0;14/04/2020;866;251;866;207;;;;;;;
75;9;14/04/2020;0;0;0;0;;;;;;;
75;19;14/04/2020;3;0;6;0;;;;;;;
75;29;14/04/2020;8;2;38;1;;;;;;;
75;39;14/04/2020;16;7;69;0;;;;;;;
75;49;14/04/2020;37;17;99;0;;;;;;;
75;59;14/04/2020;88;45;168;8;;;;;;;
75;69;14/04/2020;179;84;186;14;;;;;;;
75;79;14/04/2020;189;74;138;46;;;;;;;
75;89;14/04/2020;228;22;102;85;;;;;;;
75;90;14/04/2020;112;0;43;52;;;;;;;
76;0;14/04/2020;962;279;1360;266;;;;;;;
76;9;14/04/2020;0;0;0;0;;;;;;;
76;19;14/04/2020;3;2;11;0;;;;;;;
76;29;14/04/2020;9;1;71;1;;;;;;;
76;39;14/04/2020;20;3;106;1;;;;;;;
76;49;14/04/2020;43;9;185;1;;;;;;;
76;59;14/04/2020;103;52;269;8;;;;;;;
76;69;14/04/2020;189;86;248;26;;;;;;;
76;79;14/04/2020;239;103;259;56;;;;;;;
76;89;14/04/2020;230;21;147;119;;;;;;;
76;90;14/04/2020;124;2;47;54;;;;;;;
84;0;14/04/2020;3044;659;3081;836;;;;;;;
84;9;14/04/2020;0;0;0;0;;;;;;;
84;19;14/04/2020;6;2;26;0;;;;;;;
84;29;14/04/2020;22;2;140;0;;;;;;;
84;39;14/04/2020;49;9;225;4;;;;;;;
84;49;14/04/2020;100;26;337;7;;;;;;;
84;59;14/04/2020;258;92;552;23;;;;;;;
84;69;14/04/2020;524;228;588;53;;;;;;;
84;79;14/04/2020;725;243;575;185;;;;;;;
84;89;14/04/2020;839;41;449;362;;;;;;;
84;90;14/04/2020;484;2;110;188;;;;;;;
93;0;14/04/2020;1894;422;2240;374;;;;;;;
93;9;14/04/2020;0;0;0;0;;;;;;;
93;19;14/04/2020;7;1;31;0;;;;;;;
93;29;14/04/2020;33;6;153;1;;;;;;;
93;39;14/04/2020;71;10;224;1;;;;;;;
93;49;14/04/2020;101;26;319;3;;;;;;;
93;59;14/04/2020;226;71;454;19;;;;;;;
93;69;14/04/2020;340;108;438;24;;;;;;;
93;79;14/04/2020;429;133;308;86;;;;;;;
93;89;14/04/2020;438;44;197;159;;;;;;;
93;90;14/04/2020;218;5;76;77;;;;;;;
94;0;14/04/2020;74;16;129;38;;;;;;;
94;9;14/04/2020;0;0;0;0;;;;;;;
94;19;14/04/2020;0;0;1;0;;;;;;;
94;29;14/04/2020;0;0;14;0;;;;;;;
94;39;14/04/2020;1;0;14;0;;;;;;;
94;49;14/04/2020;2;0;18;1;;;;;;;
94;59;14/04/2020;10;4;22;1;;;;;;;
94;69;14/04/2020;12;5;20;1;;;;;;;
94;79;14/04/2020;22;7;17;9;;;;;;;
94;89;14/04/2020;19;0;11;21;;;;;;;
94;90;14/04/2020;8;0;6;5;;;;;;;
1;0;15/04/2020;35;17;57;10;;;;;;;
1;9;15/04/2020;0;0;0;0;;;;;;;
1;19;15/04/2020;1;0;0;0;;;;;;;
1;29;15/04/2020;0;0;1;0;;;;;;;
1;39;15/04/2020;1;0;3;0;;;;;;;
1;49;15/04/2020;2;1;4;0;;;;;;;
1;59;15/04/2020;6;4;16;1;;;;;;;
1;69;15/04/2020;8;4;14;2;;;;;;;
1;79;15/04/2020;9;6;9;4;;;;;;;
1;89;15/04/2020;8;2;9;3;;;;;;;
1;90;15/04/2020;0;0;0;0;;;;;;;
2;0;15/04/2020;38;16;53;6;;;;;;;
2;9;15/04/2020;0;0;0;0;;;;;;;
2;19;15/04/2020;0;0;0;0;;;;;;;
2;29;15/04/2020;1;0;2;0;;;;;;;
2;39;15/04/2020;1;0;3;0;;;;;;;
2;49;15/04/2020;3;0;9;0;;;;;;;
2;59;15/04/2020;10;6;12;0;;;;;;;
